default,loan_amnt,int_rate,grade,purpose,loan_percent_income,person_age,annual_inc,home_ownership,emp_length,prior_default,credit_history
1,4000,12.36,D,EDUCATION,0.09,29,44000,RENT,1.0,1,8
1,7200,8.9,A,MEDICAL,0.24,22,30000,RENT,7.0,0,2
0,20000,13.22,C,MEDICAL,0.33,45,61000,OWN,7.0,1,17
0,8000,7.88,A,HOMEIMPROVEMENT,0.14,39,57996,MORTGAGE,10.0,0,16
0,20000,7.88,A,EDUCATION,0.14,32,138000,MORTGAGE,16.0,0,7
0,12000,9.99,B,MEDICAL,0.2,24,60000,MORTGAGE,2.0,0,2
0,11000,11.99,B,MEDICAL,0.24,28,45000,RENT,6.0,0,7
0,18000,13.49,C,VENTURE,0.18,34,100000,RENT,4.0,1,10
1,25000,10.99,B,EDUCATION,0.42,21,60000,RENT,6.0,0,4
0,2000,10.62,B,MEDICAL,0.02,23,100000,RENT,4.0,0,2
0,1500,12.69,B,VENTURE,0.07,27,20004,RENT,0.0,0,9
1,19000,10.99,B,MEDICAL,0.37,25,52000,RENT,5.0,0,4
1,23000,14.96,D,MEDICAL,0.14,41,138550,MORTGAGE,8.0,0,12
0,8000,14.72,C,DEBTCONSOLIDATION,0.12,23,65000,RENT,2.0,1,2
1,6500,13.22,C,PERSONAL,0.19,22,34000,RENT,1.0,1,3
0,24000,10.99,C,DEBTCONSOLIDATION,0.14,26,170000,RENT,3.0,1,2
0,12000,11.86,B,PERSONAL,0.28,28,42240,OWN,2.0,0,6
0,5000,9.99,B,EDUCATION,0.11,23,47000,RENT,4.0,0,3
0,14400,5.42,A,MEDICAL,0.11,28,135000,MORTGAGE,0.0,0,8
0,6750,6.91,A,PERSONAL,0.18,37,37500,RENT,0.0,0,16
0,6000,8.0,A,EDUCATION,0.24,26,25000,RENT,5.0,0,2
0,6800,5.79,A,PERSONAL,0.15,21,45000,RENT,1.0,0,3
0,2500,5.42,A,HOMEIMPROVEMENT,0.06,42,39996,MORTGAGE,2.0,0,12
0,15000,10.99,B,HOMEIMPROVEMENT,0.38,35,39000,MORTGAGE,5.0,0,9
0,4000,12.18,B,EDUCATION,0.06,25,66420,MORTGAGE,1.0,0,2
0,25000,12.21,B,MEDICAL,0.18,35,140000,MORTGAGE,3.0,0,10
0,9000,10.99,A,HOMEIMPROVEMENT,0.16,25,57700,MORTGAGE,9.0,0,3
0,25000,10.74,B,HOMEIMPROVEMENT,0.35,24,72444,MORTGAGE,7.0,0,4
0,8000,8.49,A,PERSONAL,0.12,24,65004,RENT,4.0,0,2
0,9000,10.99,A,PERSONAL,0.14,25,62604,RENT,2.0,0,3
1,3250,10.99,B,HOMEIMPROVEMENT,0.27,34,12000,OWN,0.0,0,5
0,9600,7.49,A,MEDICAL,0.25,28,39000,RENT,0.0,0,8
1,15000,11.48,B,MEDICAL,0.37,27,41000,RENT,0.0,0,8
0,8400,8.94,A,MEDICAL,0.15,26,55000,RENT,10.0,0,3
0,12000,11.71,B,MEDICAL,0.17,35,70000,MORTGAGE,0.0,0,10
0,4800,9.99,B,EDUCATION,0.05,35,90000,MORTGAGE,8.0,0,5
1,25000,10.36,B,MEDICAL,0.34,23,74000,RENT,3.0,0,3
0,3600,10.99,A,EDUCATION,0.07,22,50000,OWN,1.0,0,3
0,1000,8.0,A,EDUCATION,0.04,38,25000,RENT,1.0,0,16
0,7000,6.62,A,DEBTCONSOLIDATION,0.22,22,32340,RENT,6.0,0,2
0,1200,7.29,A,MEDICAL,0.08,24,14400,RENT,0.0,0,4
1,20000,9.88,B,VENTURE,0.36,25,55000,RENT,0.0,0,4
0,10000,7.88,A,VENTURE,0.15,30,68580,RENT,3.0,0,10
0,3500,5.42,A,VENTURE,0.06,22,60000,RENT,5.0,0,2
0,12000,7.88,A,VENTURE,0.17,30,72000,MORTGAGE,13.0,0,8
0,16000,7.88,A,EDUCATION,0.18,24,90996,MORTGAGE,2.0,0,3
0,12000,5.42,A,PERSONAL,0.13,21,95400,MORTGAGE,0.0,0,2
1,20000,10.99,C,MEDICAL,0.03,44,584800,MORTGAGE,4.0,1,16
0,5400,12.99,C,DEBTCONSOLIDATION,0.12,27,45000,MORTGAGE,5.0,0,7
0,12000,13.55,D,EDUCATION,0.15,22,82000,RENT,6.0,0,4
0,8500,6.54,A,VENTURE,0.39,22,21600,OWN,3.0,0,4
0,7975,7.49,A,VENTURE,0.18,22,43200,MORTGAGE,4.0,0,2
0,12000,10.99,B,HOMEIMPROVEMENT,0.18,27,65000,RENT,0.0,0,7
1,5875,14.11,D,EDUCATION,0.31,25,19200,RENT,5.0,0,3
0,4800,10.65,B,DEBTCONSOLIDATION,0.07,25,72000,MORTGAGE,9.0,0,3
0,10000,10.99,B,VENTURE,0.21,26,46999,RENT,2.0,0,3
0,9900,5.99,A,DEBTCONSOLIDATION,0.11,34,90000,MORTGAGE,4.0,0,5
0,7200,12.53,C,EDUCATION,0.13,24,54600,RENT,2.0,0,2
1,1500,7.29,A,MEDICAL,0.05,35,30000,RENT,5.0,0,8
1,8000,15.28,D,DEBTCONSOLIDATION,0.13,25,64000,RENT,7.0,1,4
0,3000,11.14,B,MEDICAL,0.07,26,41004,RENT,2.0,0,2
0,10400,14.27,C,VENTURE,0.23,25,45000,MORTGAGE,4.0,1,2
0,3000,14.59,D,VENTURE,0.05,25,60000,MORTGAGE,5.0,1,4
0,2000,5.42,A,MEDICAL,0.05,24,37000,RENT,2.0,0,4
0,3500,11.49,B,VENTURE,0.11,31,31500,RENT,2.0,0,6
0,11700,7.66,A,DEBTCONSOLIDATION,0.21,38,55000,MORTGAGE,16.0,0,13
0,4500,9.99,B,EDUCATION,0.13,31,36000,RENT,7.0,0,10
0,3000,10.36,B,MEDICAL,0.05,22,65000,MORTGAGE,0.0,0,3
1,19750,16.7,E,DEBTCONSOLIDATION,0.43,25,46000,OWN,0.0,1,4
0,12000,10.99,B,MEDICAL,0.2,26,60000,RENT,7.0,0,3
0,25000,10.99,B,DEBTCONSOLIDATION,0.19,25,133119,MORTGAGE,10.0,0,3
0,6000,7.88,A,VENTURE,0.13,30,46500,MORTGAGE,8.0,0,8
0,8000,13.49,C,DEBTCONSOLIDATION,0.11,22,70000,MORTGAGE,5.0,1,2
0,12000,9.62,B,HOMEIMPROVEMENT,0.12,24,99750,MORTGAGE,8.0,0,3
0,1200,12.42,B,MEDICAL,0.04,36,29000,RENT,9.0,0,15
0,9500,10.99,B,VENTURE,0.15,36,64064,MORTGAGE,4.0,0,15
0,8500,10.99,C,EDUCATION,0.16,30,53208,MORTGAGE,5.0,1,5
1,6700,9.63,A,PERSONAL,0.5,28,13500,OWN,0.0,0,5
1,9600,13.98,C,DEBTCONSOLIDATION,0.12,36,78000,MORTGAGE,7.0,1,13
1,5000,7.9,A,MEDICAL,0.08,26,60000,MORTGAGE,0.0,0,2
1,3000,15.96,C,HOMEIMPROVEMENT,0.06,27,52000,MORTGAGE,11.0,1,6
0,2400,14.35,C,MEDICAL,0.05,31,43812,RENT,2.0,0,5
0,7200,13.79,C,EDUCATION,0.18,27,39480,MORTGAGE,2.0,0,7
1,8875,16.29,D,DEBTCONSOLIDATION,0.27,42,32400,RENT,1.0,0,16
0,10000,10.99,B,VENTURE,0.15,31,68000,OWN,8.0,0,7
0,9000,14.26,C,EDUCATION,0.2,22,45000,RENT,0.0,1,3
0,10000,7.51,A,DEBTCONSOLIDATION,0.2,24,50000,RENT,1.0,0,4
0,7000,6.99,A,VENTURE,0.27,22,25500,MORTGAGE,0.0,0,2
0,6000,10.99,A,MEDICAL,0.07,25,90000,MORTGAGE,9.0,0,4
0,4000,12.53,C,EDUCATION,0.11,22,35500,MORTGAGE,0.0,0,2
0,1000,13.98,C,EDUCATION,0.04,21,24960,RENT,0.0,0,4
0,13000,13.57,C,VENTURE,0.33,23,39689,OWN,1.0,1,2
0,8000,10.38,B,MEDICAL,0.1,44,80100,MORTGAGE,16.0,0,16
0,7000,12.87,C,MEDICAL,0.07,22,102000,OWN,1.0,0,3
0,4000,10.62,B,HOMEIMPROVEMENT,0.19,27,21600,OWN,11.0,0,9
0,8500,5.79,A,VENTURE,0.12,23,71000,MORTGAGE,7.0,0,2
0,9500,7.51,A,VENTURE,0.16,25,61000,RENT,4.0,0,2
0,7125,6.62,A,EDUCATION,0.1,40,74004,MORTGAGE,12.0,0,14
0,3000,6.54,A,MEDICAL,0.04,28,80000,OWN,1.0,0,9
0,2700,6.92,A,EDUCATION,0.06,24,49000,MORTGAGE,5.0,0,3
0,4000,13.49,C,VENTURE,0.04,28,90000,RENT,0.0,0,8
0,14400,7.51,A,PERSONAL,0.24,42,61000,OWN,2.0,0,17
0,15000,13.98,C,PERSONAL,0.47,22,32112,MORTGAGE,4.0,0,3
0,1000,6.62,A,EDUCATION,0.03,25,38400,OWN,9.0,0,2
0,9000,12.23,C,PERSONAL,0.15,29,60000,OWN,9.0,0,10
0,2000,7.66,A,VENTURE,0.05,23,38400,RENT,1.0,0,3
0,10000,8.49,A,EDUCATION,0.15,29,65000,MORTGAGE,5.0,0,10
0,13250,11.83,B,PERSONAL,0.22,32,60000,MORTGAGE,4.0,0,10
0,19000,11.14,B,HOMEIMPROVEMENT,0.29,35,65412,RENT,12.0,0,7
1,16000,11.54,C,VENTURE,0.42,22,38400,RENT,4.0,1,3
1,24000,18.3,F,EDUCATION,0.16,26,148000,RENT,1.0,0,2
0,25000,15.25,E,VENTURE,0.17,28,150000,MORTGAGE,0.0,1,8
1,5000,17.74,E,EDUCATION,0.13,38,39000,RENT,1.0,0,17
0,6000,8.9,A,MEDICAL,0.12,27,51600,MORTGAGE,12.0,0,9
0,9800,7.29,A,EDUCATION,0.36,23,27600,MORTGAGE,4.0,0,4
0,2500,12.69,B,DEBTCONSOLIDATION,0.04,30,60000,MORTGAGE,12.0,0,7
0,2500,8.59,A,EDUCATION,0.03,26,85000,RENT,1.0,0,2
1,12000,16.49,D,PERSONAL,0.22,27,54000,MORTGAGE,0.0,0,5
0,22000,14.09,D,HOMEIMPROVEMENT,0.34,27,65000,MORTGAGE,0.0,1,6
0,12000,10.99,A,MEDICAL,0.38,26,31303,MORTGAGE,7.0,0,2
0,12000,10.99,A,MEDICAL,0.29,37,42000,RENT,0.0,0,14
0,9000,10.99,B,VENTURE,0.17,35,52000,RENT,2.0,0,9
0,10000,9.63,A,VENTURE,0.21,36,48000,MORTGAGE,17.0,0,14
0,22000,12.68,C,DEBTCONSOLIDATION,0.23,24,97000,MORTGAGE,2.0,0,3
0,35000,12.69,B,DEBTCONSOLIDATION,0.25,35,139000,MORTGAGE,12.0,0,6
0,10000,7.49,A,MEDICAL,0.21,24,48000,MORTGAGE,8.0,0,3
0,6000,10.99,C,PERSONAL,0.1,21,61000,MORTGAGE,6.0,0,3
1,2400,17.27,D,VENTURE,0.18,24,13288,RENT,5.0,0,2
1,35000,18.64,E,MEDICAL,0.26,34,113900,MORTGAGE,5.0,0,10
0,4800,10.36,B,HOMEIMPROVEMENT,0.13,29,37000,MORTGAGE,5.0,0,7
0,18200,7.9,A,PERSONAL,0.23,25,80000,MORTGAGE,5.0,0,2
0,4000,5.79,A,VENTURE,0.06,32,70000,MORTGAGE,3.0,0,5
0,14000,6.03,A,DEBTCONSOLIDATION,0.08,41,180000,RENT,16.0,0,15
0,10000,10.65,B,MEDICAL,0.25,37,39870,RENT,8.0,0,14
0,12000,10.99,B,VENTURE,0.27,24,45000,RENT,1.0,0,3
0,14800,9.88,B,EDUCATION,0.22,22,68000,MORTGAGE,3.0,0,4
0,10000,7.51,A,VENTURE,0.11,27,88000,RENT,4.0,0,7
0,11500,8.49,A,MEDICAL,0.46,27,24840,OWN,0.0,0,6
0,28000,9.91,B,VENTURE,0.24,35,115000,RENT,1.0,0,6
0,5400,7.14,A,DEBTCONSOLIDATION,0.19,30,29120,RENT,0.0,0,10
0,4000,7.9,A,EDUCATION,0.15,26,26400,RENT,0.0,0,2
1,1750,14.72,C,DEBTCONSOLIDATION,0.17,22,10000,RENT,4.0,1,3
0,8900,10.99,B,MEDICAL,0.18,32,49500,RENT,2.0,0,7
0,1800,8.49,A,PERSONAL,0.08,26,22584,RENT,4.0,0,2
0,3000,9.96,B,PERSONAL,0.05,28,62000,RENT,2.0,0,9
0,12000,7.9,A,VENTURE,0.3,21,39900,RENT,0.0,0,3
0,5000,6.54,A,DEBTCONSOLIDATION,0.03,27,156000,MORTGAGE,11.0,0,5
0,1000,13.16,C,VENTURE,0.02,24,42000,RENT,2.0,0,2
0,12000,5.79,A,PERSONAL,0.27,23,45000,RENT,2.0,0,3
0,11200,13.98,C,EDUCATION,0.11,26,100016,RENT,10.0,1,2
0,13000,10.62,B,EDUCATION,0.15,23,86000,RENT,6.0,0,3
0,31825,12.69,B,MEDICAL,0.45,30,70000,MORTGAGE,5.0,0,8
0,1675,6.54,A,PERSONAL,0.04,23,46300,RENT,0.0,0,3
0,9600,11.14,B,DEBTCONSOLIDATION,0.12,32,80000,RENT,6.0,0,5
0,14000,10.99,A,VENTURE,0.42,24,33000,OWN,7.0,0,2
0,2400,10.99,D,VENTURE,0.02,38,126000,MORTGAGE,3.0,0,14
0,1500,10.75,B,EDUCATION,0.02,21,90000,MORTGAGE,4.0,0,4
0,8000,11.36,B,MEDICAL,0.17,27,46000,RENT,11.0,0,8
0,7500,11.03,C,PERSONAL,0.13,41,58000,RENT,16.0,1,16
1,6000,13.49,C,DEBTCONSOLIDATION,0.22,33,27120,RENT,4.0,0,8
1,13225,13.49,C,VENTURE,0.38,26,35000,RENT,5.0,1,3
1,6000,14.11,D,HOMEIMPROVEMENT,0.18,33,34000,MORTGAGE,8.0,0,9
0,14000,14.27,C,VENTURE,0.17,23,80000,RENT,0.0,1,2
0,6000,9.7,B,VENTURE,0.15,25,39996,RENT,9.0,0,4
0,10200,8.9,A,PERSONAL,0.11,28,90000,RENT,1.0,0,8
1,6000,10.65,B,DEBTCONSOLIDATION,0.11,23,53000,MORTGAGE,6.0,0,3
1,2500,18.3,F,EDUCATION,0.17,27,14400,RENT,3.0,0,7
0,3000,11.11,B,PERSONAL,0.1,23,28800,OWN,2.0,0,4
0,20000,10.37,B,PERSONAL,0.12,24,165000,MORTGAGE,5.0,0,4
0,3500,5.99,A,PERSONAL,0.06,34,54000,MORTGAGE,5.0,0,6
0,3825,14.27,C,EDUCATION,0.13,28,29950,RENT,4.0,0,8
0,10000,9.91,B,EDUCATION,0.27,25,37200,MORTGAGE,4.0,0,3
0,3000,15.23,C,EDUCATION,0.06,31,53000,MORTGAGE,8.0,0,5
0,10000,9.32,A,DEBTCONSOLIDATION,0.08,25,120000,RENT,3.0,0,2
0,23000,10.99,B,EDUCATION,0.4,28,57360,MORTGAGE,3.0,0,7
1,13500,10.95,B,EDUCATION,0.31,22,43000,RENT,6.0,0,4
1,10000,14.74,D,DEBTCONSOLIDATION,0.23,29,44000,MORTGAGE,9.0,0,5
1,5000,15.45,E,DEBTCONSOLIDATION,0.15,35,34000,RENT,0.0,1,6
0,10400,15.62,D,HOMEIMPROVEMENT,0.09,27,112500,MORTGAGE,4.0,1,6
0,10000,13.47,C,MEDICAL,0.13,31,75000,RENT,1.0,1,6
0,12000,10.37,B,PERSONAL,0.27,26,43680,RENT,0.0,0,2
0,10000,15.27,C,EDUCATION,0.22,26,45600,MORTGAGE,9.0,1,3
0,18000,9.99,B,HOMEIMPROVEMENT,0.27,35,66000,RENT,0.0,0,8
0,5000,5.79,A,EDUCATION,0.06,28,86400,MORTGAGE,0.0,0,5
0,1000,11.48,B,VENTURE,0.03,44,36000,MORTGAGE,0.0,0,15
1,7750,16.7,E,MEDICAL,0.3,21,26000,RENT,2.0,1,2
0,15000,15.99,D,HOMEIMPROVEMENT,0.33,28,45000,MORTGAGE,5.0,1,8
0,6000,8.94,A,HOMEIMPROVEMENT,0.25,30,24000,MORTGAGE,7.0,0,7
0,5000,11.78,C,PERSONAL,0.07,24,75000,RENT,8.0,1,2
0,5500,10.65,B,PERSONAL,0.15,26,36000,RENT,2.0,0,2
0,3600,7.14,A,EDUCATION,0.09,29,38000,MORTGAGE,8.0,0,9
0,24000,11.83,B,VENTURE,0.16,26,150000,OWN,10.0,0,4
0,14000,6.03,A,MEDICAL,0.15,25,96000,MORTGAGE,9.0,0,3
0,2450,10.99,C,HOMEIMPROVEMENT,0.06,29,38000,MORTGAGE,0.0,1,6
1,10000,10.36,B,HOMEIMPROVEMENT,0.25,24,39600,RENT,7.0,0,3
0,1700,10.99,C,MEDICAL,0.04,28,40000,RENT,1.0,0,9
0,12000,10.99,B,MEDICAL,0.12,36,100671,MORTGAGE,6.0,0,14
0,25000,9.99,B,EDUCATION,0.17,25,145000,RENT,0.0,0,4
0,6000,13.23,C,HOMEIMPROVEMENT,0.08,31,72000,RENT,15.0,0,5
0,24250,12.18,B,VENTURE,0.19,22,130000,MORTGAGE,3.0,0,4
0,10000,13.23,C,MEDICAL,0.19,26,51996,RENT,1.0,0,4
0,14000,9.99,B,MEDICAL,0.12,23,120000,RENT,3.0,0,4
0,5500,9.2,B,PERSONAL,0.15,24,37000,RENT,3.0,0,2
0,12000,6.03,A,HOMEIMPROVEMENT,0.12,27,100000,MORTGAGE,1.0,0,6
0,3600,15.23,C,MEDICAL,0.09,70,39996,RENT,4.0,1,19
0,2000,13.47,C,PERSONAL,0.1,48,19632,RENT,19.0,1,12
0,5000,5.79,A,DEBTCONSOLIDATION,0.07,22,75000,RENT,2.0,0,2
0,6000,9.45,B,EDUCATION,0.05,34,110000,MORTGAGE,15.0,0,6
1,6000,14.61,D,HOMEIMPROVEMENT,0.13,26,47360,MORTGAGE,10.0,1,3
0,7000,13.72,C,EDUCATION,0.19,31,36000,RENT,14.0,0,8
0,12025,14.27,C,EDUCATION,0.01,63,1782000,RENT,13.0,0,30
0,3050,6.99,A,VENTURE,0.08,32,36000,RENT,2.0,0,5
0,16000,11.14,B,DEBTCONSOLIDATION,0.21,23,77000,RENT,2.0,0,3
0,3000,11.12,B,VENTURE,0.02,25,180000,RENT,2.0,0,2
0,7700,12.53,C,EDUCATION,0.08,24,96408,RENT,1.0,1,4
0,10000,10.99,B,HOMEIMPROVEMENT,0.11,24,90000,RENT,8.0,0,2
1,12000,12.73,C,DEBTCONSOLIDATION,0.22,25,54000,MORTGAGE,4.0,0,4
1,13000,21.21,G,EDUCATION,0.09,31,144000,RENT,0.0,0,6
0,5000,9.63,A,HOMEIMPROVEMENT,0.07,25,76344,RENT,2.0,0,2
0,10000,10.74,B,PERSONAL,0.2,27,49800,RENT,3.0,0,7
0,4800,10.65,B,MEDICAL,0.2,22,24500,RENT,3.0,0,2
1,25000,16.02,D,DEBTCONSOLIDATION,0.33,23,76000,RENT,7.0,0,4
0,4000,11.99,B,PERSONAL,0.06,26,66000,MORTGAGE,7.0,0,2
0,3000,13.22,C,MEDICAL,0.09,26,32500,MORTGAGE,8.0,0,4
0,6000,7.66,A,EDUCATION,0.12,25,48360,MORTGAGE,9.0,0,3
1,9500,7.88,A,VENTURE,0.49,25,19200,RENT,1.0,0,4
0,3600,11.99,B,PERSONAL,0.07,34,50000,RENT,0.0,0,7
1,3200,17.49,D,HOMEIMPROVEMENT,0.11,25,29004,RENT,0.0,1,2
0,8400,5.42,A,EDUCATION,0.12,22,72000,MORTGAGE,3.0,0,2
0,15000,11.71,B,HOMEIMPROVEMENT,0.28,47,53808,MORTGAGE,4.0,0,16
0,5750,10.99,A,EDUCATION,0.06,22,95000,RENT,0.0,0,3
1,13200,16.77,D,DEBTCONSOLIDATION,0.31,35,43000,MORTGAGE,7.0,1,9
0,18000,11.49,B,PERSONAL,0.05,43,350000,MORTGAGE,3.0,0,14
1,4800,12.53,B,MEDICAL,0.36,22,13440,RENT,1.0,0,4
1,9000,15.65,D,HOMEIMPROVEMENT,0.17,43,54000,RENT,0.0,1,16
0,3200,10.25,B,PERSONAL,0.04,21,85000,RENT,5.0,0,4
0,10000,10.62,B,DEBTCONSOLIDATION,0.19,21,53000,RENT,4.0,0,3
0,6000,10.99,B,MEDICAL,0.15,24,40000,RENT,2.0,0,3
0,12000,10.99,C,DEBTCONSOLIDATION,0.22,24,54400,MORTGAGE,8.0,1,4
0,10450,7.51,A,PERSONAL,0.19,34,55500,RENT,2.0,0,10
0,12000,6.62,A,VENTURE,0.15,31,82524,MORTGAGE,4.0,0,8
0,5000,11.14,B,DEBTCONSOLIDATION,0.17,36,30000,RENT,1.0,0,17
0,10000,10.99,B,EDUCATION,0.22,21,45000,RENT,5.0,0,2
0,6000,7.49,A,EDUCATION,0.24,21,25200,RENT,2.0,0,3
0,25000,15.57,D,EDUCATION,0.13,37,200000,MORTGAGE,7.0,0,14
0,6000,10.39,B,MEDICAL,0.14,28,43000,RENT,5.0,0,5
0,6000,12.99,C,EDUCATION,0.14,22,42000,MORTGAGE,6.0,1,2
0,8000,13.23,C,PERSONAL,0.06,23,126000,RENT,0.0,0,3
0,25000,12.42,B,MEDICAL,0.11,30,225000,RENT,2.0,0,10
0,5000,9.88,B,MEDICAL,0.17,28,30000,RENT,3.0,0,8
0,10000,16.02,D,HOMEIMPROVEMENT,0.15,24,67600,RENT,7.0,1,2
0,28000,7.9,A,MEDICAL,0.23,29,120000,MORTGAGE,8.0,0,8
0,13750,11.36,B,EDUCATION,0.33,21,42000,MORTGAGE,3.0,0,4
1,8000,6.62,A,DEBTCONSOLIDATION,0.27,26,30000,MORTGAGE,4.0,0,4
0,10000,9.62,B,EDUCATION,0.17,34,60000,RENT,1.0,0,9
1,7000,10.62,B,DEBTCONSOLIDATION,0.31,24,22680,RENT,9.0,0,3
0,7000,14.84,D,VENTURE,0.11,26,63000,RENT,4.0,0,2
1,5000,15.95,D,DEBTCONSOLIDATION,0.09,26,53000,RENT,4.0,1,2
0,20400,10.37,B,VENTURE,0.29,36,69996,RENT,6.0,0,14
0,4000,12.99,C,EDUCATION,0.05,26,75000,MORTGAGE,9.0,0,2
0,6000,12.42,B,HOMEIMPROVEMENT,0.23,34,26000,OWN,7.0,0,8
1,8875,10.65,B,HOMEIMPROVEMENT,0.26,27,34000,MORTGAGE,6.0,0,9
0,13500,12.23,C,DEBTCONSOLIDATION,0.26,23,51000,RENT,6.0,1,2
0,5000,10.65,B,PERSONAL,0.14,22,37000,RENT,4.0,0,4
1,7500,12.86,D,DEBTCONSOLIDATION,0.08,43,93000,MORTGAGE,15.0,1,15
0,4000,14.35,C,EDUCATION,0.12,44,32004,RENT,4.0,0,13
0,12500,11.11,B,EDUCATION,0.27,23,46000,RENT,1.0,0,2
0,4500,6.39,A,MEDICAL,0.09,30,51372,RENT,4.0,0,10
1,4000,10.99,B,MEDICAL,0.22,25,18000,MORTGAGE,1.0,0,3
1,10000,10.71,B,HOMEIMPROVEMENT,0.23,31,44000,RENT,1.0,0,9
0,12000,7.9,A,VENTURE,0.2,24,60000,MORTGAGE,4.0,0,3
1,14000,10.99,A,VENTURE,0.34,22,41000,RENT,5.0,0,3
0,2000,8.38,A,DEBTCONSOLIDATION,0.06,22,35064,RENT,4.0,0,2
1,25000,15.65,D,VENTURE,0.28,24,89000,MORTGAGE,1.0,1,4
1,10000,14.74,D,PERSONAL,0.22,30,45000,MORTGAGE,11.0,0,6
1,7000,14.96,D,DEBTCONSOLIDATION,0.19,26,36000,RENT,3.0,1,4
0,2500,10.99,B,PERSONAL,0.03,38,80000,RENT,9.0,0,13
0,8700,7.88,A,HOMEIMPROVEMENT,0.13,27,68000,RENT,4.0,0,5
0,21000,11.11,B,MEDICAL,0.19,39,110000,RENT,17.0,0,16
0,5800,6.76,A,VENTURE,0.11,55,54000,RENT,20.0,0,24
1,2400,6.92,A,MEDICAL,0.2,24,12000,RENT,4.0,0,2
0,21000,12.42,B,PERSONAL,0.28,23,75000,OWN,5.0,0,2
0,6000,13.61,C,PERSONAL,0.21,23,29000,RENT,7.0,0,4
0,25000,10.99,B,MEDICAL,0.36,24,70000,MORTGAGE,7.0,0,2
0,2400,12.21,B,MEDICAL,0.07,31,34000,RENT,2.0,0,5
1,1700,16.77,D,DEBTCONSOLIDATION,0.03,23,61836,MORTGAGE,4.0,0,4
0,5000,8.88,B,MEDICAL,0.07,28,72467,RENT,2.0,0,7
0,16000,11.12,B,HOMEIMPROVEMENT,0.19,24,86000,MORTGAGE,8.0,0,3
0,3500,6.62,A,VENTURE,0.05,28,70254,OWN,12.0,0,9
1,10000,12.53,B,DEBTCONSOLIDATION,0.29,29,34000,RENT,0.0,0,6
0,10000,7.49,A,PERSONAL,0.1,22,102000,MORTGAGE,6.0,0,4
0,6400,11.54,C,HOMEIMPROVEMENT,0.07,32,95000,RENT,5.0,0,5
1,20000,6.99,A,VENTURE,0.47,22,42224,RENT,7.0,0,4
0,12500,11.71,B,EDUCATION,0.22,28,58000,RENT,3.0,0,7
1,10750,10.99,C,DEBTCONSOLIDATION,0.32,23,33600,RENT,2.0,1,3
0,4000,12.73,C,EDUCATION,0.1,22,40000,MORTGAGE,0.0,1,2
1,23500,14.72,C,DEBTCONSOLIDATION,0.4,28,58704,RENT,5.0,0,7
0,7500,10.78,C,EDUCATION,0.09,32,85000,MORTGAGE,1.0,1,10
0,5500,10.99,B,MEDICAL,0.16,29,34000,RENT,4.0,0,5
0,2400,12.69,B,MEDICAL,0.04,24,57000,MORTGAGE,0.0,0,4
0,6000,15.33,D,HOMEIMPROVEMENT,0.1,25,58750,MORTGAGE,6.0,1,3
0,12000,12.69,B,EDUCATION,0.27,23,45000,RENT,4.0,0,4
0,3500,10.99,C,VENTURE,0.05,26,74000,MORTGAGE,4.0,1,4
0,7000,11.49,B,PERSONAL,0.14,35,50000,RENT,4.0,0,9
0,1800,10.65,B,MEDICAL,0.09,24,21000,RENT,2.0,0,2
0,1925,15.23,C,MEDICAL,0.05,28,36000,MORTGAGE,12.0,1,8
0,8000,6.62,A,DEBTCONSOLIDATION,0.16,26,50000,MORTGAGE,3.0,0,4
0,1000,13.72,C,DEBTCONSOLIDATION,0.03,23,30000,MORTGAGE,0.0,0,4
0,3000,7.51,A,MEDICAL,0.06,21,53000,OWN,5.0,0,4
0,15000,14.22,C,PERSONAL,0.25,23,60000,RENT,7.0,1,2
0,9000,7.88,A,DEBTCONSOLIDATION,0.19,22,48000,RENT,2.0,0,2
1,2400,16.29,D,HOMEIMPROVEMENT,0.11,22,21600,RENT,1.0,0,4
1,15000,6.91,A,PERSONAL,0.17,25,86004,MORTGAGE,3.0,0,4
1,25000,15.33,D,DEBTCONSOLIDATION,0.19,30,130500,MORTGAGE,1.0,0,6
0,5000,13.99,C,MEDICAL,0.08,27,65000,RENT,12.0,1,7
1,2500,10.99,C,VENTURE,0.19,42,13200,RENT,4.0,1,15
0,22000,6.54,A,VENTURE,0.26,24,85000,OWN,8.0,0,4
0,11000,5.42,A,PERSONAL,0.26,24,42000,MORTGAGE,9.0,0,4
0,15000,10.74,B,DEBTCONSOLIDATION,0.25,30,60000,MORTGAGE,13.0,0,5
0,13000,15.96,C,DEBTCONSOLIDATION,0.17,46,76800,MORTGAGE,0.0,1,13
1,24250,16.0,D,MEDICAL,0.26,39,78200,RENT,18.0,1,13
0,20500,18.67,F,EDUCATION,0.2,27,100000,MORTGAGE,4.0,0,7
1,15000,9.62,B,MEDICAL,0.41,32,37000,RENT,1.0,0,10
0,12000,7.51,A,DEBTCONSOLIDATION,0.1,32,120000,RENT,11.0,0,9
0,4000,10.37,B,PERSONAL,0.03,34,154000,MORTGAGE,4.0,0,8
0,12200,10.99,C,VENTURE,0.32,21,38400,OWN,0.0,1,4
1,20000,13.79,C,EDUCATION,0.26,22,76654,RENT,2.0,1,4
0,10000,12.21,B,PERSONAL,0.12,23,82650,RENT,7.0,0,3
0,20000,14.61,D,PERSONAL,0.17,41,115000,MORTGAGE,2.0,0,11
